Store,Product,2021-04-12,2021-04-19,2021-04-26,2021-05-03,2021-05-10,2021-05-17,2021-05-24,2021-05-31,2021-06-07,2021-06-14,2021-06-21,2021-06-28,2021-07-05,2021-07-12,2021-07-19,2021-07-26,2021-08-02,2021-08-09,2021-08-16,2021-08-23,2021-08-30,2021-09-06,2021-09-13,2021-09-20,2021-09-27,2021-10-04,2021-10-11,2021-10-18,2021-10-25,2021-11-01,2021-11-08,2021-11-15,2021-11-22,2021-11-29,2021-12-06,2021-12-13,2021-12-20,2021-12-27,2022-01-03,2022-01-10,2022-01-17,2022-01-24,2022-01-31,2022-02-07,2022-02-14,2022-02-21,2022-02-28,2022-03-07,2022-03-14,2022-03-21,2022-03-28,2022-04-04,2022-04-11,2022-04-18,2022-04-25,2022-05-02,2022-05-09,2022-05-16,2022-05-23,2022-05-30,2022-06-06,2022-06-13,2022-06-20,2022-06-27,2022-07-04,2022-07-11,2022-07-18,2022-07-25,2022-08-01,2022-08-08,2022-08-15,2022-08-22,2022-08-29,2022-09-05,2022-09-12,2022-09-19,2022-09-26,2022-10-03,2022-10-10,2022-10-17,2022-10-24,2022-10-31,2022-11-07,2022-11-14,2022-11-21,2022-11-28,2022-12-05,2022-12-12,2022-12-19,2022-12-26,2023-01-02,2023-01-09,2023-01-16,2023-01-23,2023-01-30,2023-02-06,2023-02-13,2023-02-20,2023-02-27,2023-03-06,2023-03-13,2023-03-20,2023-03-27,2023-04-03,2023-04-10,2023-04-17,2023-04-24,2023-05-01,2023-05-08,2023-05-15,2023-05-22,2023-05-29,2023-06-05,2023-06-12,2023-06-19,2023-06-26,2023-07-03,2023-07-10,2023-07-17,2023-07-24,2023-07-31,2023-08-07,2023-08-14,2023-08-21,2023-08-28,2023-09-04,2023-09-11,2023-09-18,2023-09-25,2023-10-02,2023-10-09,2023-10-16,2023-10-23,2023-10-30,2023-11-06,2023-11-13,2023-11-20,2023-11-27,2023-12-04,2023-12-11,2023-12-18,2023-12-25,2024-01-01,2024-01-08,2024-01-15,2024-01-22,2024-01-29,2024-02-05,2024-02-12,2024-02-19,2024-02-26,2024-03-04,2024-03-11,2024-03-18,2024-03-25,2024-04-01,2024-04-08,2024-04-15,2024-04-22,2024-04-29,2024-05-06,2024-05-13
62,128,2.0,1.0,4.0,0.0,0.0,4.0,4.0,6.0,2.0,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,0.0,2.0,3.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,0.0,8.0,2.0,2.0,0.0,1.0,7.0,6.0,3.0,0.0,3.0,1.0,3.0,0.0,2.0,0.0,3.0,4.0,4.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,5.0,4.0,2.0,4.0,1.0,1.0,2.0,4.0,4.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,4.0,4.0,5.0,3.0,1.0,2.0,1.0,4.0,3.0,1.0,2.0,2.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,5.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0
62,135,0.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0,4.0,3.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,4.0,8.0,6.0,2.0,5.0,0.0,0.0,1.0,2.0,1.0,3.0,2.0,3.0,5.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,3.0,4.0,0.0,0.0,1.0,3.0,2.0,6.0,4.0,3.0,5.0,5.0,4.0,0.0,0.0,1.0,3.0,7.0,3.0,1.0,0.0,1.0,0.0,4.0,5.0,5.0,3.0,8.0,1.0,2.0,9.0,17.0,8.0,3.0,2.0,7.0,2.0,3.0,2.0,1.0,3.0,4.0,4.0,2.0,7.0,0.0,4.0,7.0,2.0,0.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,10.0,9.0,1.0,3.0,3.0,12.0,1.0,3.0,5.0,4.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,3.0
62,136,1.0,2.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,28.0,7.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,6.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,5.0,6.0,2.0,0.0,0.0,1.0,5.0,8.0,2.0,5.0,6.0,6.0,4.0,3.0,0.0,3.0,1.0,3.0,7.0,4.0,2.0,4.0,0.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,0.0,3.0,3.0,8.0,3.0,2.0,4.0,7.0,5.0,0.0,0.0,4.0,1.0,0.0,3.0,5.0,0.0,0.0,5.0,4.0,4.0,6.0,4.0,8.0,1.0,4.0,5.0,5.0,6.0,1.0,2.0,1.0,5.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,7.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,8.0,8.0,0.0,7.0,6.0,3.0,4.0,2.0,0.0,1.0,2.0,3.0,3.0,3.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0
62,141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,5.0,2.0,0.0,2.0,3.0,5.0,10.0,11.0,2.0,1.0,0.0,1.0,3.0,7.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,7.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,16.0,7.0,3.0,1.0,1.0,1.0,0.0,5.0,2.0,3.0,1.0,0.0,5.0,0.0,2.0,2.0,0.0,0.0,1.0,4.0,5.0,1.0,4.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,0.0,1.0,4.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,10.0,12.0,11.0,0.0,0.0,1.0,0.0,2.0,2.0,4.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0
62,143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0,0.0,1.0,0.0,8.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,20.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,3.0,7.0,3.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,5.0,1.0,0.0,6.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,6.0,0.0,2.0,0.0,9.0,0.0,6.0,6.0,0.0,0.0,2.0,1.0,0.0,7.0,0.0,0.0,0.0,7.0,2.0,4.0,0.0,2.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,5.0,0.0,2.0,0.0,0.0,2.0,3.0,5.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,9.0,0.0,1.0,0.0,0.0
62,146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,8.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,11.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,7.0,10.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,2.0,7.0,2.0,0.0,4.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,0.0,2.0
62,147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,5.0,9.0,2.0,1.0,3.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,6.0,6.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,1.0,1.0
62,148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,4.0,8.0,0.0,6.0,6.0,7.0,8.0,2.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,6.0,7.0,6.0,9.0,1.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,2.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,6.0,0.0,3.0,6.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,9.0,6.0,2.0,0.0
62,151,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,2.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,5.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,4.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
62,153,1.0,1.0,2.0,0.0,3.0,0.0,1.0,5.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,3.0,0.0,0.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,3.0,3.0,3.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,5.0,2.0,2.0,4.0,2.0,7.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,5.0,0.0,2.0,2.0,1.0,1.0,2.0,5.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,3.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,0.0,0.0,1.0,5.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,6.0,3.0,4.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,3.0
62,154,0.0,0.0,0.0,7.0,3.0,2.0,0.0,6.0,2.0,1.0,0.0,3.0,3.0,3.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,4.0,3.0,6.0,0.0,0.0,0.0,2.0,3.0,1.0,4.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,5.0,1.0,0.0,0.0,5.0,4.0,5.0,0.0,6.0,0.0,4.0,2.0,3.0,5.0,3.0,4.0,7.0,1.0,4.0,3.0,1.0,1.0,5.0,7.0,2.0,6.0,9.0,8.0,0.0,0.0,0.0,6.0,4.0,2.0,2.0,6.0,2.0,7.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,6.0,3.0,3.0,4.0,1.0,1.0,1.0,2.0,4.0,2.0,6.0,0.0,0.0,2.0,3.0,0.0,3.0,1.0,1.0,5.0,4.0,6.0,0.0,1.0,0.0,8.0,3.0,12.0,3.0,4.0,3.0,6.0,5.0,6.0,3.0,1.0,2.0,2.0,3.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,3.0,5.0,6.0,4.0
62,155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,3.0,9.0,15.0,3.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,3.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,2.0,3.0,3.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
62,156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,9.0,6.0,0.0,3.0,1.0,5.0,2.0,2.0,4.0,0.0,0.0,1.0,2.0,2.0,5.0,4.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,1.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,9.0,9.0,8.0,1.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,1.0,4.0,3.0,1.0,3.0,0.0,1.0,4.0,1.0,2.0,1.0,8.0,2.0,8.0,2.0,4.0,2.0,1.0,3.0,5.0,0.0,1.0,0.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0,1.0,3.0
62,159,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,4.0,0.0,1.0,3.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,4.0,2.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,4.0,2.0,3.0,3.0,4.0,0.0,5.0,5.0,4.0,3.0,2.0,4.0,4.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,7.0,2.0,4.0,0.0,0.0,4.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,4.0,3.0,0.0,2.0,2.0,2.0,5.0,11.0,2.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0,2.0,3.0,1.0,3.0,6.0,0.0,3.0,3.0,3.0,5.0,1.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,3.0,3.0,0.0
62,160,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,6.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,4.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,2.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0
62,161,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,4.0,6.0,2.0,3.0,1.0,1.0,1.0,3.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,3.0,2.0,3.0,1.0,2.0,1.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,2.0,5.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0
62,162,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,3.0,0.0,2.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,2.0,4.0,1.0,1.0,5.0,0.0,3.0,3.0,1.0,4.0,4.0,4.0,1.0,1.0,4.0,0.0,0.0,2.0,2.0,3.0,0.0,4.0,4.0,3.0,6.0,1.0,1.0,4.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,5.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
62,163,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
62,164,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,3.0,1.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,0.0,1.0,3.0,6.0,1.0,3.0,3.0,2.0,0.0,3.0,2.0,2.0,2.0,5.0,2.0,6.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,2.0,1.0,3.0,2.0,2.0,0.0,1.0,2.0,9.0,2.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,1.0,3.0,3.0,4.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,4.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,5.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,0.0,3.0,4.0,2.0,0.0,0.0,1.0
