store_nbr,item_nbr,family,class,perishable
32,1986825,HOME CARE,3110,0
32,1987152,GROCERY I,1040,0
32,1987383,GROCERY I,1016,0
32,1988975,HOME AND KITCHEN I,6241,0
32,1990453,BEVERAGES,1124,0
32,1990612,BEVERAGES,1124,0
32,1990881,BEVERAGES,1136,0
32,1991041,HOME CARE,3108,0
32,1991097,HOME AND KITCHEN I,6206,0
32,1991151,GROCERY I,1048,0
32,1991217,GROCERY I,1056,0
32,1992672,GROCERY I,1034,0
32,1992914,CLEANING,3040,0
32,1993091,CLEANING,3040,0
32,1993195,GROCERY I,1040,0
32,1994863,GROCERY I,1072,0
32,1997781,CLEANING,3010,0
32,1998078,GROCERY I,1040,0
32,1998945,HOME CARE,3110,0
32,1999775,CLEANING,3046,0
32,2000482,BEVERAGES,1120,0
32,2000873,MAGAZINES,5250,0
32,2001209,CLEANING,3040,0
32,2002043,MAGAZINES,5222,0
32,2002445,PERSONAL CARE,4126,0
32,2002465,CLEANING,3040,0
32,2002469,GROCERY I,1014,0
32,2002703,GROCERY I,1042,0
32,2003389,GROCERY I,1036,0
32,2003392,HOME AND KITCHEN I,6253,0
32,2003409,GROCERY I,1036,0
32,2003709,BEVERAGES,1124,0
32,2005143,BEVERAGES,1124,0
32,2005274,BEVERAGES,1122,0
32,2005298,BEVERAGES,1124,0
32,2005384,BEVERAGES,1124,0
32,2005613,GROCERY I,1004,0
32,2005877,GROCERY I,1016,0
32,2006047,HOME CARE,3108,0
32,2006144,HOME AND KITCHEN II,6353,0
32,2006310,GROCERY I,1026,0
32,2006614,BEVERAGES,1126,0
32,2007265,MAGAZINES,5244,0
32,2008518,BEVERAGES,1138,0
32,2008562,CLEANING,3020,0
32,2008747,BEVERAGES,1116,0
32,2009827,GROCERY I,1028,0
32,2010049,BEVERAGES,1118,0
32,2010127,GROCERY I,1072,0
32,2010192,GROCERY I,1082,0
32,2010216,GROCERY I,1032,0
32,2010233,GROCERY I,1050,0
32,2010235,FROZEN FOODS,2226,0
32,2010260,GROCERY I,1068,0
32,2010269,GROCERY I,1082,0
32,2010278,GROCERY I,1032,0
32,2010290,GROCERY I,1068,0
32,2010315,PERSONAL CARE,4126,0
32,2010329,GROCERY I,1072,0
32,2010370,GROCERY I,1072,0
32,2010419,GROCERY I,1072,0
32,2010428,GROCERY I,1032,0
32,2010456,GROCERY I,1052,0
32,2010498,GROCERY I,1052,0
32,2010511,GROCERY I,1032,0
32,2010568,GROCERY I,1072,0
32,2010667,GROCERY I,1072,0
32,2010676,GROCERY I,1072,0
32,2010756,GROCERY I,1032,0
32,2010762,GROCERY I,1032,0
32,2010766,GROCERY I,1072,0
32,2010779,GROCERY I,1032,0
32,2010793,GROCERY I,1032,0
32,2010880,GROCERY I,1032,0
32,2010902,GROCERY I,1072,0
32,2010916,GROCERY I,1032,0
32,2010959,GROCERY I,1050,0
32,2010972,FROZEN FOODS,2226,0
32,2010989,GROCERY I,1068,0
32,2011008,GROCERY I,1032,0
32,2011054,FROZEN FOODS,2226,0
32,2011073,GROCERY I,1032,0
32,2011105,GROCERY I,1082,0
32,2011110,GROCERY I,1052,0
32,2011153,GROCERY I,1052,0
32,2011155,GROCERY I,1032,0
32,2011200,GROCERY I,1032,0
32,2011211,GROCERY I,1032,0
32,2011218,GROCERY I,1082,0
32,2011220,GROCERY I,1032,0
32,2011225,GROCERY I,1032,0
32,2011243,GROCERY I,1032,0
32,2011259,GROCERY I,1032,0
32,2011266,GROCERY I,1050,0
32,2011328,GROCERY I,1072,0
32,2011329,GROCERY I,1083,0
32,2011399,GROCERY I,1050,0
32,2011401,GROCERY I,1068,0
32,2011463,GROCERY I,1052,0
32,2011583,BEVERAGES,1132,0
32,2011872,GROCERY I,1084,0
32,2011910,GROCERY I,1074,0
32,2011934,CLEANING,3040,0
32,2012410,BEVERAGES,1148,0
32,2012576,GROCERY I,1042,0
32,2013086,BEVERAGES,1124,0
32,2013450,BEVERAGES,1114,0
32,2013621,GROCERY I,1010,0
32,2013632,BEVERAGES,1124,0
32,2013674,GROCERY I,1010,0
32,2013931,BEVERAGES,1120,0
32,2014085,BEVERAGES,1116,0
32,2014094,BEVERAGES,1120,0
32,2015815,BEVERAGES,1136,0
32,2016407,BEVERAGES,1132,0
32,2016419,BEVERAGES,1132,0
32,2016642,CLEANING,3046,0
32,2017202,CLEANING,3032,0
32,2017241,CLEANING,3032,0
32,2018273,BEVERAGES,1124,0
32,2018358,BEVERAGES,1124,0
32,2018397,BEVERAGES,1124,0
32,2018471,BEVERAGES,1124,0
32,2018612,BEVERAGES,1114,0
32,2018690,BEVERAGES,1124,0
32,2019084,GROCERY I,1028,0
32,2026256,CLEANING,3034,0
32,2026312,GROCERY I,1016,0
32,2026444,GROCERY I,1034,0
32,2026454,GROCERY I,1034,0
32,2026609,GROCERY I,1034,0
32,2026631,GROCERY I,1060,0
32,2026650,GROCERY I,1034,0
32,2026683,GROCERY I,1034,0
32,2026801,GROCERY I,1060,0
32,2026858,GROCERY I,1034,0
32,2026893,GROCERY I,1034,0
32,2026945,GROCERY I,1034,0
32,2026983,GROCERY I,1034,0
32,2027090,GROCERY I,1060,0
32,2027203,GROCERY I,1034,0
32,2027559,BEVERAGES,1148,0
32,2027649,BEVERAGES,1142,0
32,2028696,BEVERAGES,1118,0
32,2028810,BEVERAGES,1118,0
32,2028898,BEVERAGES,1118,0
32,2029427,BEVERAGES,1126,0
32,2029467,BEVERAGES,1126,0
32,2029494,BEVERAGES,1122,0
32,2029519,BEVERAGES,1126,0
32,2030822,GROCERY I,1040,0
32,2032488,BEVERAGES,1132,0
32,2035293,BEVERAGES,1142,0
32,2035581,CLEANING,3040,0
32,2035587,CLEANING,3040,0
32,2037269,HOME CARE,3106,0
32,2040862,BEVERAGES,1120,0
32,2042436,BEVERAGES,1122,0
32,2042614,CLEANING,3028,0
32,2042941,BEVERAGES,1148,0
32,2042947,BEVERAGES,1148,0
32,2043795,BEVERAGES,1126,0
32,2045162,PERSONAL CARE,4138,0
32,2046805,BEVERAGES,1148,0
32,2046903,CLEANING,3046,0
32,2046916,BEVERAGES,1148,0
32,2047506,BEVERAGES,1122,0
32,2047508,BEVERAGES,1122,0
32,2047752,CLEANING,3034,0
32,2048113,GROCERY I,1016,0
32,2048139,GROCERY I,1016,0
32,2048141,GROCERY I,1016,0
32,2048163,GROCERY I,1016,0
32,2048164,GROCERY I,1016,0
32,2048242,GROCERY I,1016,0
32,2048246,GROCERY I,1016,0
32,2048248,GROCERY I,1016,0
32,2048279,GROCERY I,1016,0
32,2048300,GROCERY I,1016,0
32,2048313,GROCERY I,1016,0
32,2048323,GROCERY I,1016,0
32,2048362,GROCERY I,1016,0
32,2048374,GROCERY I,1016,0
32,2048381,GROCERY I,1016,0
32,2048399,GROCERY I,1016,0
32,2048515,GROCERY I,1016,0
32,2048546,GROCERY I,1016,0
32,2048596,GROCERY I,1016,0
32,2048609,GROCERY I,1016,0
32,2048633,GROCERY I,1016,0
32,2048674,GROCERY I,1016,0
32,2049778,BEVERAGES,1148,0
32,2051064,PERSONAL CARE,4118,0
32,2053630,GROCERY II,1236,0
32,2053751,BEVERAGES,1124,0
32,2053874,BEVERAGES,1120,0
32,2054291,BEVERAGES,1114,0
32,2054580,BEVERAGES,1120,0
32,2056557,GROCERY I,1004,0
32,2057387,SCHOOL AND OFFICE SUPPLIES,6482,0
32,2057442,BEVERAGES,1126,0
32,2059342,HOME CARE,3106,0
32,2059647,HOME CARE,3106,0
32,2060787,BEVERAGES,1126,0
32,2060793,BEVERAGES,1142,0
32,2060910,BEVERAGES,1126,0
32,2061025,BEVERAGES,1126,0
32,2061033,BEVERAGES,1126,0
32,2061121,BEVERAGES,1148,0
32,2061214,BEVERAGES,1142,0
32,2061404,BEVERAGES,1120,0
32,2061781,GROCERY I,1074,0
32,2067123,GROCERY I,1008,0
32,2068536,GROCERY I,1028,0
32,2075733,GROCERY I,1068,0
32,2083837,BEVERAGES,1118,0
32,2083859,BEVERAGES,1118,0
32,2084278,BEVERAGES,1122,0
32,2084557,CLEANING,3040,0
32,2087409,BEVERAGES,1132,0
32,2087933,BEVERAGES,1114,0
32,2087978,BEVERAGES,1114,0
32,2088922,GROCERY I,1076,0
32,2089036,GROCERY I,1034,0
32,2089339,GROCERY I,1006,0
32,2099230,BEAUTY,4252,0
32,2101795,BEAUTY,4222,0
32,2103250,BEAUTY,4254,0
32,2105347,BEAUTY,4254,0
32,2106464,BEVERAGES,1148,0
32,2108569,GROCERY I,1086,0
32,2110456,BEVERAGES,1120,0
32,2111684,BEVERAGES,1120,0
32,2113343,BEVERAGES,1114,0
32,2116132,"LIQUOR,WINE,BEER",1310,0
32,2116416,GROCERY I,1060,0
32,2122188,GROCERY I,1084,0
32,2124052,"LIQUOR,WINE,BEER",1318,0
33,103501,CLEANING,3008,0
33,103520,GROCERY I,1028,0
33,105575,GROCERY I,1045,0
33,105576,GROCERY I,1045,0
33,105693,GROCERY I,1034,0
33,105857,GROCERY I,1092,0
33,106716,GROCERY I,1032,0
33,108786,CLEANING,3044,0
33,108797,GROCERY I,1004,0
33,108952,CLEANING,3024,0
33,111223,GROCERY I,1034,0
33,111397,GROCERY I,1072,0
33,114778,GROCERY I,1016,0
33,114799,PERSONAL CARE,4126,0
33,115267,CLEANING,3034,0
33,115611,GROCERY I,1014,0
33,115693,GROCERY I,1040,0
33,115720,GROCERY I,1084,0
33,115847,LINGERIE,7034,0
33,115892,GROCERY I,1016,0
33,115893,GROCERY I,1016,0
33,115894,GROCERY I,1016,0
33,116017,GROCERY I,1072,0
33,116018,GROCERY I,1072,0
33,116279,GROCERY I,1056,0
33,119023,CLEANING,3026,0
33,119141,GROCERY I,1042,0
33,119187,CLEANING,3044,0
33,119193,CLEANING,3044,0
33,121964,AUTOMOTIVE,6810,0
33,122419,GROCERY I,1004,0
33,122425,CLEANING,3020,0
33,123601,GROCERY I,1072,0
33,123602,GROCERY I,1072,0
33,123927,GROCERY I,1026,0
33,125430,GROCERY I,1016,0
33,129296,GROCERY I,1032,0
33,129297,GROCERY I,1032,0
33,129759,GROCERY I,1032,0
33,153267,GROCERY I,1096,0
33,155500,GROCERY I,1014,0
33,155607,GROCERY I,1034,0
33,155610,GROCERY I,1034,0
33,155621,GROCERY I,1062,0
33,155625,GROCERY I,1092,0
33,157956,GROCERY I,1030,0
33,158789,CLEANING,3044,0
33,158875,GROCERY I,1026,0
33,158956,CLEANING,3038,0
33,159242,CLEANING,3026,0
33,161288,GROCERY I,1072,0
33,162066,GROCERY I,1048,0
33,164647,CLEANING,3032,0
33,165550,BEVERAGES,1124,0
33,165553,BEVERAGES,1124,0
33,165594,GROCERY I,1014,0
33,165693,GROCERY I,1066,0
33,165727,GROCERY I,1032,0
33,165988,GROCERY I,1072,0
33,168989,GROCERY I,1028,0
33,171890,CLEANING,3004,0
33,172343,GROCERY I,1004,0
33,172995,AUTOMOTIVE,6824,0
33,173111,GROCERY I,1058,0
33,174081,BEVERAGES,1136,0
33,205381,GROCERY I,1034,0
33,205387,GROCERY I,1034,0
33,207857,GROCERY I,1010,0
33,208498,CLEANING,3044,0
33,208514,GROCERY I,1010,0
33,208530,FROZEN FOODS,2226,0
33,208699,GROCERY I,1034,0
33,210798,GROCERY I,1074,0
33,211203,GROCERY I,1072,0
33,211206,GROCERY I,1072,0
33,211999,GROCERY I,1036,0
33,212550,GROCERY I,1036,0
33,213066,GROCERY I,1074,0
33,213652,GROCERY I,1048,0
33,213653,GROCERY I,1048,0
33,213788,GROCERY I,1096,0
33,214859,CLEANING,3032,0
33,214862,CLEANING,3034,0
33,215303,GROCERY I,1026,0
33,215304,GROCERY I,1026,0
33,215327,GROCERY I,1040,0
33,215331,GROCERY I,1040,0
33,215352,GROCERY I,1016,0
33,215356,GROCERY I,1016,0
33,215468,LINGERIE,7034,0
33,215896,GROCERY I,1044,0
33,217827,GROCERY I,1045,0
33,218728,CLEANING,3044,0
33,219147,BEVERAGES,1122,0
33,219150,BEVERAGES,1122,0
33,219152,BEVERAGES,1122,0
33,220432,GROCERY I,1080,0
33,221506,CLEANING,3046,0
33,222879,GROCERY I,1058,0
33,222975,GROCERY I,1072,0
33,223068,GROCERY I,1030,0
33,223136,GROCERY I,1072,0
33,223434,GROCERY I,1032,0
33,223463,GROCERY I,1026,0
33,224081,CLEANING,3022,0
33,226126,CLEANING,3018,0
33,226857,GROCERY I,1035,0
33,229368,GROCERY I,1086,0
33,246052,GROCERY I,1039,0
33,253145,GROCERY I,1096,0
33,255161,GROCERY I,1034,0
33,255199,GROCERY I,1044,0
33,257847,BEVERAGES,1120,0
33,257848,BEVERAGES,1120,0
33,258376,CLEANING,3044,0
33,258396,GROCERY I,1010,0
33,258411,FROZEN FOODS,2218,0
33,258537,CLEANING,3038,0
33,260893,GROCERY I,1072,0
33,261052,GROCERY I,1072,0
33,261053,GROCERY I,1072,0
33,261700,GROCERY I,1048,0
33,262991,GROCERY I,1034,0
33,263583,GROCERY I,1074,0
33,264299,CLEANING,3032,0
33,264305,PERSONAL CARE,4126,0
33,264452,CLEANING,3024,0
33,264751,CLEANING,3032,0
33,264752,CLEANING,3034,0
33,265237,GROCERY I,1060,0
33,265254,GROCERY I,1016,0
33,265559,GROCERY I,1072,0
33,265672,GROCERY I,1056,0
33,265700,CLEANING,3090,0
33,268440,CLEANING,3026,0
33,268446,CLEANING,3026,0
33,268662,GROCERY I,1028,0
33,268664,GROCERY I,1028,0
33,268676,GROCERY I,1062,0
33,268834,GROCERY I,1056,0
33,269029,BEVERAGES,1122,0
33,269036,BEVERAGES,1122,0
33,270522,AUTOMOTIVE,6806,0
33,273528,PERSONAL CARE,4114,0
33,275823,CLEANING,3018,0
33,278806,GROCERY I,1032,0
33,279125,GROCERY I,1032,0
33,302997,GROCERY I,1096,0
33,302998,GROCERY I,1096,0
33,305234,GROCERY I,1044,0
33,305345,GROCERY I,1092,0
33,308085,BEVERAGES,1124,0
33,308916,CLEANING,3004,0
33,310671,GROCERY I,1034,0
33,310790,GROCERY I,1034,0
33,311954,CLEANING,3006,0
33,312317,AUTOMOTIVE,6810,0
33,313641,GROCERY I,1074,0
33,314384,GROCERY I,1004,0
33,314570,CLEANING,3024,0
33,314879,CLEANING,3034,0
33,314880,CLEANING,3034,0
33,314881,CLEANING,3034,0
33,315176,BEVERAGES,1124,0
33,315178,BEVERAGES,1124,0
33,315179,BEVERAGES,1124,0
33,315180,BEVERAGES,1124,0
33,315220,GROCERY I,1014,0
33,315279,GROCERY I,1040,0
33,315320,GROCERY I,1066,0
33,315322,GROCERY I,1084,0
33,315463,GROCERY II,1236,0
33,315712,GROCERY I,1072,0
33,319272,BEVERAGES,1122,0
33,320681,GROCERY I,1080,0
33,320682,GROCERY I,1080,0
33,321798,CLEANING,3010,0
33,322094,CLEANING,3020,0
33,323921,PERSONAL CARE,4114,0
33,326951,GROCERY I,1016,0
33,329070,GROCERY I,1032,0
33,329071,GROCERY I,1032,0
33,329364,GROCERY I,1032,0
33,329365,GROCERY I,1032,0
33,346065,GROCERY I,1039,0
33,346066,GROCERY I,1039,0
33,346406,GROCERY I,1039,0
33,352513,CLEANING,3012,0
33,354918,GROCERY I,1034,0
33,354919,GROCERY I,1034,0
33,354922,GROCERY I,1034,0
33,354971,GROCERY I,1044,0
33,355090,GROCERY I,1024,0
33,355091,GROCERY I,1038,0
33,358096,GROCERY I,1002,0
33,358100,GROCERY I,1010,0
33,358231,CLEANING,3038,0
33,358232,CLEANING,3038,0
33,358561,CLEANING,3004,0
33,360703,GROCERY I,1072,0
33,360705,GROCERY I,1072,0
33,361502,GROCERY I,1036,0
33,362548,GROCERY I,1042,0
33,363049,PERSONAL CARE,4114,0
33,363868,GROCERY I,1016,0
33,363889,GROCERY I,1058,0
33,363895,CLEANING,3020,0
33,364724,GROCERY I,1084,0
33,364738,BEVERAGES,1124,0
33,364829,GROCERY I,1040,0
33,364832,GROCERY I,1040,0
33,364834,GROCERY I,1040,0
33,364865,GROCERY II,1236,0
33,365138,GROCERY I,1072,0
33,365139,GROCERY I,1072,0
33,368136,GROCERY I,1040,0
33,368140,GROCERY I,1040,0
33,368260,GROCERY I,1028,0
33,368270,GROCERY I,1076,0
33,368624,BEVERAGES,1122,0
33,368628,BEVERAGES,1122,0
33,371130,CLEANING,3046,0
33,371437,CLEANING,3020,0
33,371438,CLEANING,3020,0
33,372924,GROCERY I,1002,0
33,374464,GROCERY I,1016,0
33,402175,GROCERY I,1096,0
33,404332,GROCERY I,1044,0
33,404333,GROCERY I,1044,0
33,404334,GROCERY I,1044,0
33,404439,GROCERY I,1034,0
33,404454,GROCERY I,1034,0
33,405304,GROCERY I,1032,0
33,406965,CLEANING,3015,0
33,407608,CLEANING,3044,0
33,407769,CLEANING,3024,0
33,409904,GROCERY I,1034,0
33,410257,GROCERY I,1072,0
33,411487,CLEANING,3046,0
33,413557,GROCERY I,1058,0
33,413987,CLEANING,3034,0
33,414305,BEVERAGES,1124,0
33,414353,GROCERY I,1014,0
33,414354,GROCERY I,1014,0
33,414421,GROCERY I,1040,0
33,414425,GROCERY I,1040,0
33,414426,GROCERY I,1040,0
33,414454,GROCERY I,1084,0
33,414455,GROCERY I,1084,0
33,414620,GROCERY I,1016,0
33,414621,GROCERY I,1016,0
33,414750,GROCERY I,1072,0
33,414888,CLEANING,3090,0
33,417763,CLEANING,3026,0
33,417835,GROCERY I,1028,0
33,418235,BEVERAGES,1122,0
33,421066,GROCERY I,1004,0
33,422452,GROCERY I,1032,0
33,428054,GROCERY I,1032,0
33,428488,CLEANING,3030,0
33,437609,GROCERY I,1079,0
33,452078,CLEANING,3008,0
33,452079,CLEANING,3008,0
33,454413,GROCERY I,1034,0
33,454414,GROCERY I,1034,0
33,454416,GROCERY I,1034,0
33,454589,GROCERY I,1038,0
33,454596,GROCERY I,1092,0
33,456870,GROCERY I,1010,0
33,456875,CLEANING,3015,0
33,457556,GROCERY I,1004,0
33,457688,CLEANING,3038,0
33,458029,CLEANING,3004,0
33,459801,GROCERY I,1034,0
33,459804,GROCERY I,1086,0
33,460804,GROCERY I,1048,0
33,461432,AUTOMOTIVE,6810,0
33,462673,GROCERY I,1048,0
33,463598,CLEANING,3024,0
33,463816,CLEANING,3018,0
33,463903,CLEANING,3034,0
33,464263,GROCERY I,1014,0
33,464302,GROCERY I,1026,0
33,464339,GROCERY I,1040,0
33,464374,BEVERAGES,1124,0
33,464536,GROCERY I,1016,0
33,464907,GROCERY I,1056,0
33,464940,CLEANING,3090,0
33,467808,CLEANING,3026,0
33,467887,GROCERY I,1076,0
33,468265,BEVERAGES,1122,0
33,470624,CLEANING,3046,0
33,470760,CLEANING,3004,0
33,470762,CLEANING,3004,0
33,471980,GROCERY I,1058,0
33,472314,GROCERY I,1030,0
33,472526,GROCERY I,1026,0
33,472645,GROCERY I,1002,0
33,472658,GROCERY I,1032,0
33,502067,GROCERY I,1028,0
33,502224,GROCERY I,1062,0
33,502227,GROCERY I,1096,0
33,502230,GROCERY I,1096,0
33,504457,GROCERY I,1034,0
33,507457,FROZEN FOODS,2218,0
33,507870,GROCERY I,1084,0
33,507927,CLEANING,3004,0
33,509877,LINGERIE,7034,0
33,510052,GROCERY I,1072,0
33,510054,GROCERY I,1072,0
33,510055,GROCERY I,1072,0
33,511394,AUTOMOTIVE,6810,0
33,511397,GROCERY I,1044,0
33,513379,PERSONAL CARE,4126,0
33,513853,CLEANING,3034,0
33,513855,CLEANING,3034,0
33,514172,BEVERAGES,1124,0
33,514242,GROCERY I,1026,0
33,514444,LINGERIE,7034,0
33,514445,LINGERIE,7034,0
33,514446,LINGERIE,7034,0
33,514597,GROCERY I,1012,0
33,514729,GROCERY I,1048,0
33,514730,GROCERY I,1056,0
33,517615,GROCERY I,1074,0
33,518094,BEVERAGES,1122,0
33,521818,GROCERY I,1058,0
33,522383,GROCERY I,1002,0
33,551893,CLEANING,3008,0
33,554049,GROCERY I,1045,0
33,554145,GROCERY I,1034,0
33,554152,GROCERY I,1034,0
33,556698,BEVERAGES,1120,0
33,557810,GROCERY I,1084,0
33,559680,GROCERY I,1034,0
33,559870,GROCERY I,1072,0
33,562568,GROCERY I,1096,0
33,563966,BEVERAGES,1124,0
33,564110,GROCERY I,1066,0
33,564272,GROCERY I,1016,0
33,564274,GROCERY I,1016,0
33,564533,GROCERY I,1012,0
33,564534,GROCERY I,1012,0
33,567579,GROCERY I,1028,0
33,567588,GROCERY I,1062,0
33,567623,GROCERY I,1040,0
33,570917,GROCERY I,1054,0
33,570922,CLEANING,3020,0
33,572838,CLEANING,3022,0
33,573832,GROCERY I,1016,0
33,574898,CLEANING,3018,0
33,575630,GROCERY I,1035,0
33,575675,GROCERY I,1016,0
33,577740,GROCERY I,1032,0
33,577741,GROCERY I,1032,0
33,577743,GROCERY I,1032,0
33,578467,GROCERY I,1062,0
33,579759,GROCERY I,1014,0
33,581078,CLEANING,3038,0
33,581742,GROCERY I,1072,0
33,586423,GROCERY I,1056,0
33,586823,CLEANING,3046,0
33,586824,CLEANING,3090,0
33,586911,PERSONAL CARE,4114,0
33,586969,GROCERY I,1004,0
33,587069,GROCERY I,1004,0
33,592942,GROCERY I,1030,0
33,598414,GROCERY I,1032,0
33,598492,GROCERY I,1032,0
33,621300,GROCERY I,1040,0
33,622958,GROCERY I,1014,0
33,627263,GROCERY I,1026,0
33,627885,GROCERY I,1030,0
33,627887,GROCERY I,1030,0
33,638240,CLEANING,3020,0
33,638296,GROCERY I,1062,0
33,638308,GROCERY I,1062,0
33,638327,GROCERY I,1084,0
33,638977,GROCERY I,1045,0
33,639586,GROCERY I,1004,0
33,641042,GROCERY I,1026,0
33,648313,CLEANING,3020,0
33,655427,CLEANING,3020,0
33,655744,LINGERIE,7016,0
33,655840,LINGERIE,7034,0
33,658609,CLEANING,3004,0
33,663084,GROCERY I,1004,0
33,664543,PERSONAL CARE,4126,0
33,664545,PERSONAL CARE,4126,0
33,668754,CLEANING,3016,0
33,673306,GROCERY I,1072,0
33,686035,BEVERAGES,1122,0
33,686036,CLEANING,3026,0
33,687549,GROCERY I,1062,0
33,688279,"LIQUOR,WINE,BEER",1338,0
33,692531,GROCERY I,1040,0
33,698642,GROCERY I,1045,0
33,698643,GROCERY I,1045,0
33,700607,GROCERY I,1096,0
33,700609,FROZEN FOODS,2220,0
33,700610,FROZEN FOODS,2220,0
33,716241,CLEANING,3020,0
33,716242,CLEANING,3020,0
33,716245,CLEANING,3020,0
33,724003,GROCERY I,1026,0
33,724498,GROCERY I,1028,0
33,730258,BEVERAGES,1122,0
33,730259,BEVERAGES,1122,0
33,738219,CLEANING,3026,0
33,740713,CLEANING,3032,0
33,740714,CLEANING,3032,0
33,742735,PERSONAL CARE,4126,0
33,749421,GROCERY I,1010,0
33,749720,GROCERY I,1010,0
33,749729,GROCERY I,1010,0
33,750856,GROCERY I,1062,0
33,750857,GROCERY I,1062,0
33,751759,CLEANING,3014,0
33,752167,GROCERY I,1030,0
33,754103,GROCERY I,1072,0
33,757888,CLEANING,3032,0
33,757889,CLEANING,3032,0
33,759657,LINGERIE,7016,0
33,759694,GROCERY I,1070,0
33,759893,CLEANING,3032,0
33,762405,CLEANING,3030,0
33,765519,GROCERY I,1084,0
33,765520,GROCERY I,1084,0
33,767184,GROCERY I,1039,0
33,769312,CLEANING,3020,0
33,769314,CLEANING,3020,0
33,770447,GROCERY I,1016,0
33,770449,GROCERY I,1016,0
33,770453,GROCERY I,1016,0
33,770511,GROCERY I,1062,0
33,771156,CLEANING,3034,0
33,771157,CLEANING,3034,0
33,783243,GROCERY I,1016,0
33,788172,CLEANING,3004,0
33,788708,FROZEN FOODS,2238,0
33,793341,CLEANING,3020,0
33,793345,PERSONAL CARE,4126,0
33,793346,PERSONAL CARE,4126,0
33,800958,CLEANING,3022,0
33,801217,CLEANING,3034,0
33,801934,CLEANING,3016,0
33,802831,GROCERY I,1045,0
33,802832,GROCERY I,1045,0
33,803101,CLEANING,3060,0
33,804503,GROCERY I,1004,0
33,804932,BEVERAGES,1122,0
33,804974,GROCERY I,1060,0
33,805310,BEVERAGES,1122,0
33,805311,BEVERAGES,1122,0
33,805321,GROCERY I,1060,0
33,807493,BEVERAGES,1124,0
33,807495,BEVERAGES,1124,0
33,812716,"LIQUOR,WINE,BEER",1318,0
33,812725,CLEANING,3040,0
33,812726,CLEANING,3034,0
33,812735,GROCERY I,1004,0
33,812751,"LIQUOR,WINE,BEER",1318,0
33,812757,"LIQUOR,WINE,BEER",1318,0
33,812769,"LIQUOR,WINE,BEER",1318,0
33,818588,HARDWARE,6706,0
33,818590,HARDWARE,6706,0
33,819194,GROCERY I,1002,0
33,819195,GROCERY I,1002,0
33,819932,BEVERAGES,1122,0
33,819933,BEVERAGES,1122,0
33,819934,BEVERAGES,1122,0
33,821186,BEVERAGES,1124,0
33,828204,GROCERY I,1060,0
33,829389,GROCERY I,1025,0
33,829658,GROCERY I,1034,0
33,830624,CLEANING,3032,0
33,830625,CLEANING,3032,0
33,830749,GROCERY I,1074,0
33,830797,GROCERY I,1074,0
33,830829,GROCERY I,1006,0
33,833396,PERSONAL CARE,4126,0
33,838832,GROCERY I,1016,0
33,838842,GROCERY I,1028,0
33,838844,GROCERY I,1058,0
33,838875,GROCERY I,1042,0
33,841514,GROCERY I,1072,0
33,841570,GROCERY I,1070,0
33,841583,GROCERY I,1014,0
33,841607,CLEANING,3024,0
33,841612,CLEANING,3038,0
33,841841,GROCERY I,1072,0
33,841842,GROCERY I,1072,0
33,843459,GROCERY I,1060,0
33,843585,GROCERY I,1016,0
33,844793,CLEANING,3034,0
33,847863,GROCERY I,1058,0
33,848765,GROCERY I,1058,0
33,850460,GROCERY I,1008,0
33,852934,FROZEN FOODS,2228,0
33,852937,FROZEN FOODS,2228,0
33,853196,CLEANING,3014,0
33,856687,GROCERY I,1030,0
33,856688,GROCERY I,1030,0
33,859932,CLEANING,3022,0
33,862454,GROCERY I,1088,0
33,864288,CLEANING,3044,0
33,864508,GROCERY I,1048,0
33,864511,GROCERY I,1048,0
33,870545,PERSONAL CARE,4126,0
33,870546,PERSONAL CARE,4126,0
33,871421,BEVERAGES,1124,0
33,872308,GROCERY I,1034,0
33,872310,GROCERY I,1034,0
33,872317,GROCERY I,1040,0
33,873687,PERSONAL CARE,4126,0
33,874598,GROCERY I,1030,0
33,875604,GROCERY I,1026,0
33,876223,GROCERY I,1010,0
33,876224,GROCERY I,1010,0
33,876226,GROCERY I,1014,0
33,876663,GROCERY I,1004,0
33,877514,CLEANING,3020,0
33,881701,GROCERY I,1042,0
33,881910,GROCERY I,1042,0
33,885553,GROCERY I,1034,0
33,886396,GROCERY I,1042,0
33,886398,GROCERY I,1042,0
33,890213,GROCERY I,1026,0
33,890214,GROCERY I,1026,0
33,890371,GROCERY I,1002,0
33,890374,GROCERY I,1002,0
33,890375,GROCERY I,1002,0
33,902839,GROCERY I,1060,0
33,903955,BEVERAGES,1122,0
33,906980,BEVERAGES,1120,0
33,906981,BEVERAGES,1120,0
33,911429,GROCERY I,1016,0
33,911871,CLEANING,3020,0
33,913102,BEVERAGES,1124,0
33,915310,PERSONAL CARE,4126,0
33,915980,BEVERAGES,1122,0
33,916887,CLEANING,3024,0
33,926958,GROCERY I,1026,0
33,933780,GROCERY I,1040,0
33,936994,GROCERY I,1004,0
33,937953,CLEANING,3020,0
33,938566,GROCERY I,1042,0
33,938567,GROCERY I,1042,0
33,938574,GROCERY I,1042,0
33,938576,GROCERY I,1042,0
33,938657,BEVERAGES,1136,0
33,938659,BEVERAGES,1136,0
33,939663,GROCERY I,1045,0
33,940591,CLEANING,3016,0
33,940592,CLEANING,3016,0
33,940638,CLEANING,3040,0
33,940665,BEVERAGES,1124,0
33,949053,GROCERY I,1062,0
